StudentID,Name,Age,Gender,City,Math,Science,English,Attendance_%
1425,Student_425,20,Non-binary,Bangalore,45.0,89.0,78,70.81
1426,Student_426,21,Female,Delhi,58.0,96.0,86,98.66
1427,Student_427,18,Non-binary,Delhi,69.0,64.0,69,82.31
1428,Student_428,21,Female,Bangalore,46.0,89.0,98,73.89
1429,Student_429,24,Non-binary,Pune,49.0,50.0,70,83.22
1430,Student_430,22,Male,Pune,80.0,46.0,59,65.57
1431,Student_431,22,Male,Hyderabad,71.0,51.0,54,77.76
1432,Student_432,24,Male,Hyderabad,73.0,50.0,85,85.05
1433,Student_433,18,Female,Chennai,67.0,46.0,55,79.56
1434,Student_434,20,Male,Chennai,99.0,42.0,75,76.07
1435,Student_435,19,Female,Mumbai,54.0,37.0,53,99.75
1436,Student_436,18,Male,Delhi,69.0,50.0,88,95.21
1437,Student_437,19,Male,Hyderabad,76.0,64.0,88,84.94
1438,Student_438,24,Female,Pune,68.0,57.0,99,82.78
1439,Student_439,23,Female,Bangalore,61.0,39.0,84,84.83
1440,Student_440,19,Male,Pune,,99.0,50,68.05
1441,Student_441,20,Female,Delhi,59.0,64.0,73,75.81
1442,Student_442,23,Male,Chennai,71.0,55.0,85,61.58
1443,Student_443,19,Female,Pune,75.0,56.0,55,79.02
1444,Student_444,24,Non-binary,,89.0,66.0,90,81.72
1445,Student_445,23,Non-binary,,43.0,67.0,95,69.11
1446,Student_446,24,Non-binary,Chennai,66.0,50.0,93,98.56
1447,Student_447,19,Non-binary,Bangalore,56.0,72.0,80,96.38
1448,Student_448,24,Non-binary,Chennai,51.0,,69,88.89
1449,Student_449,20,Male,Mumbai,61.0,70.0,73,81.34
1450,Student_450,19,Non-binary,Delhi,56.0,57.0,74,94.8
1451,Student_451,19,Non-binary,Bangalore,49.0,36.0,85,65.23
1452,Student_452,19,Non-binary,Mumbai,93.0,99.0,70,91.62
1453,Student_453,18,Non-binary,Chennai,40.0,86.0,79,64.99
1454,Student_454,18,Female,Mumbai,61.0,96.0,73,91.77
1455,Student_455,18,Male,Delhi,65.0,57.0,93,71.03
1456,Student_456,20,Non-binary,Hyderabad,95.0,60.0,91,95.08
1457,Student_457,23,Non-binary,Mumbai,98.0,89.0,79,97.76
1458,Student_458,24,Non-binary,Mumbai,57.0,40.0,71,65.95
1459,Student_459,22,Male,Chennai,89.0,,77,78.51
1460,Student_460,19,Female,Chennai,53.0,56.0,56,99.24
1461,Student_461,24,Male,Bangalore,86.0,77.0,84,79.34
1462,Student_462,19,Female,Chennai,68.0,49.0,77,94.54
1463,Student_463,20,Non-binary,Pune,51.0,94.0,63,83.55
1464,Student_464,19,Non-binary,Delhi,75.0,46.0,59,75.01
1465,Student_465,18,Male,Delhi,98.0,,65,71.43
1466,Student_466,22,Male,Hyderabad,74.0,76.0,65,68.13
1467,Student_467,21,Female,Hyderabad,91.0,72.0,80,90.47
1468,Student_468,19,Female,Delhi,51.0,79.0,91,75.46
1469,Student_469,24,Male,Hyderabad,46.0,69.0,74,80.45
1470,Student_470,18,Female,Bangalore,68.0,64.0,62,79.69
1471,Student_471,21,Male,Chennai,50.0,64.0,55,83.09
1472,Student_472,22,Female,Delhi,72.0,40.0,93,94.62
1473,Student_473,21,Male,Hyderabad,45.0,41.0,58,99.23
1474,Student_474,18,Male,,86.0,,94,76.3
1475,Student_475,23,Male,Pune,54.0,48.0,85,93.1
1476,Student_476,23,Female,Mumbai,71.0,49.0,92,90.58
1477,Student_477,21,Female,Chennai,90.0,55.0,69,82.94
1478,Student_478,20,Female,Delhi,50.0,69.0,67,98.24
1479,Student_479,24,Male,Mumbai,97.0,36.0,92,68.02
1480,Student_480,24,Female,Hyderabad,62.0,69.0,70,64.37
1481,Student_481,21,Female,Mumbai,65.0,54.0,53,94.16
1482,Student_482,19,Male,Chennai,73.0,44.0,99,77.57
1483,Student_483,19,Non-binary,Delhi,85.0,59.0,82,93.88
1484,Student_484,24,Male,Pune,73.0,59.0,76,95.72
1485,Student_485,24,Female,Hyderabad,68.0,88.0,56,62.5
1486,Student_486,23,Male,Delhi,43.0,67.0,55,95.34
1487,Student_487,20,Non-binary,Chennai,56.0,70.0,64,77.93
1488,Student_488,18,Male,Hyderabad,74.0,48.0,67,80.42
1489,Student_489,19,Female,Bangalore,52.0,99.0,81,85.06
1490,Student_490,24,Non-binary,Mumbai,80.0,88.0,60,97.06
1491,Student_491,23,Female,Chennai,,86.0,69,60.76
1492,Student_492,22,Non-binary,Bangalore,54.0,37.0,73,79.07
1493,Student_493,23,Non-binary,Delhi,94.0,75.0,64,87.51
1494,Student_494,19,Male,Pune,68.0,40.0,97,88.91
1495,Student_495,19,Male,Hyderabad,68.0,59.0,56,87.7
1496,Student_496,23,Female,Mumbai,50.0,47.0,70,65.38
1497,Student_497,18,Male,Hyderabad,91.0,42.0,91,71.98
1498,Student_498,21,Male,Delhi,71.0,55.0,75,74.35
1499,Student_499,19,Non-binary,Hyderabad,41.0,59.0,93,92.18
1500,Student_500,23,Male,Mumbai,86.0,79.0,63,71.15
1242,Student_242,18,Female,Delhi,82.0,89.0,89,88.11
1260,Student_260,19,Male,Mumbai,93.0,67.0,70,71.07
1282,Student_282,23,Female,Mumbai,48.0,80.0,74,84.68
1304,Student_304,24,Non-binary,Bangalore,53.0,59.0,95,62.05
1241,Student_241,23,Non-binary,Pune,76.0,99.0,95,83.67
1398,Student_398,21,Male,Pune,69.0,47.0,64,78.34
1234,Student_234,22,Male,Pune,96.0,,90,77.38
1277,Student_277,24,Male,Hyderabad,44.0,67.0,78,80.51
1148,Student_148,23,Female,Chennai,70.0,40.0,84,94.23
1007,Student_7,22,Male,Delhi,99.0,40.0,63,78.56
