StudentID,Name,Age,Gender,City,Math,Science,English,Attendance,Total_Score
1369,Student_369,18,Male,Unknown,72.0,82.0,71,95.6,225.0
1370,Student_370,21,Female,Unknown,98.0,71.0,73,73.84,242.0
1371,Student_371,18,Male,Unknown,98.0,49.0,94,66.18,241.0
1372,Student_372,23,Female,Unknown,87.0,69.0,61,61.02,217.0
1373,Student_373,22,Male,Unknown,80.0,66.0,79,85.83,225.0
1374,Student_374,21,Non-binary,Unknown,52.0,45.0,87,85.48,184.0
1375,Student_375,24,Male,Unknown,82.0,44.0,80,73.62,206.0
1376,Student_376,20,Male,Unknown,84.0,91.0,85,62.87,260.0
1377,Student_377,18,Female,Unknown,64.0,59.0,68,76.39,191.0
1378,Student_378,18,Male,Unknown,92.0,36.0,97,72.45,225.0
1379,Student_379,21,Male,Unknown,81.0,98.0,94,87.08,273.0
1380,Student_380,20,Female,Unknown,75.0,69.0,85,84.23,229.0
1381,Student_381,20,Non-binary,Unknown,66.0,41.0,79,74.58,186.0
1382,Student_382,23,Non-binary,Unknown,77.0,52.0,98,68.72,227.0
1383,Student_383,24,Female,Unknown,99.0,76.0,82,99.52,257.0
1384,Student_384,23,Female,Unknown,46.0,73.0,67,78.16,186.0
1385,Student_385,23,Female,Unknown,44.0,75.0,98,87.53,217.0
1386,Student_386,23,Female,Unknown,82.0,58.0,77,65.62,217.0
1387,Student_387,23,Female,Unknown,84.0,94.0,96,79.42,274.0
1388,Student_388,23,Non-binary,Unknown,97.0,80.0,60,61.1,237.0
1389,Student_389,22,Non-binary,Unknown,96.0,53.0,94,80.22,243.0
1390,Student_390,20,Female,Unknown,90.0,76.0,82,98.56,248.0
1391,Student_391,23,Male,Unknown,70.0,66.0,66,75.37,202.0
1392,Student_392,20,Female,Unknown,62.0,73.0,55,61.56,190.0
1393,Student_393,20,Male,Unknown,81.0,70.0,53,61.24,204.0
1394,Student_394,19,Female,Unknown,49.0,70.0,69,75.52,188.0
1395,Student_395,22,Female,Unknown,71.0,37.0,97,66.4,205.0
1396,Student_396,23,Non-binary,Unknown,82.0,42.0,96,60.93,220.0
1397,Student_397,18,Male,Unknown,92.0,75.0,76,90.25,243.0
1398,Student_398,21,Male,Unknown,69.0,47.0,64,78.34,180.0
1399,Student_399,24,Non-binary,Unknown,78.0,83.0,55,71.57,216.0
1400,Student_400,18,Non-binary,Unknown,70.0,94.0,96,96.0,260.0
1401,Student_401,22,Non-binary,Unknown,57.0,36.0,63,64.65,156.0
1402,Student_402,21,Non-binary,Unknown,75.0,94.0,60,98.24,229.0
1403,Student_403,22,Male,Unknown,41.0,39.0,88,72.56,168.0
1404,Student_404,20,Male,Unknown,70.8721649484536,78.0,58,95.54,206.8721649484536
1405,Student_405,21,Female,Unknown,52.0,61.0,75,84.12,188.0
1406,Student_406,20,Female,Unknown,68.0,66.0,65,93.07,199.0
1407,Student_407,18,Non-binary,Unknown,51.0,55.0,54,99.36,160.0
1408,Student_408,18,Non-binary,Unknown,78.0,42.0,59,71.54,179.0
1409,Student_409,21,Non-binary,Unknown,41.0,84.0,99,98.45,224.0
1410,Student_410,21,Female,Unknown,70.8721649484536,78.0,52,75.58,200.8721649484536
1411,Student_411,23,Female,Unknown,52.0,92.0,62,75.42,206.0
1412,Student_412,22,Female,Unknown,85.0,37.0,92,73.62,214.0
1413,Student_413,23,Female,Unknown,66.0,36.0,98,81.66,200.0
1414,Student_414,22,Female,Unknown,88.0,78.0,79,66.17,245.0
1415,Student_415,23,Female,Unknown,80.0,36.0,94,82.15,210.0
1416,Student_416,20,Female,Unknown,56.0,69.0,55,81.67,180.0
1417,Student_417,21,Non-binary,Unknown,79.0,64.0,66,90.48,209.0
1418,Student_418,18,Non-binary,Unknown,70.0,42.0,94,93.35,206.0
1419,Student_419,22,Non-binary,Unknown,73.0,56.0,68,77.62,197.0
1420,Student_420,22,Non-binary,Unknown,99.0,78.0,91,72.09,268.0
1421,Student_421,18,Female,Unknown,63.0,92.0,84,70.37,239.0
1422,Student_422,23,Male,Unknown,84.0,70.0,95,67.78,249.0
1423,Student_423,22,Female,Unknown,74.0,65.0,75,62.31,214.0
1424,Student_424,24,Male,Unknown,87.0,81.0,54,73.7,222.0
1425,Student_425,20,Non-binary,Unknown,45.0,89.0,78,70.81,212.0
1426,Student_426,21,Female,Unknown,58.0,96.0,86,98.66,240.0
1427,Student_427,18,Non-binary,Unknown,69.0,64.0,69,82.31,202.0
1428,Student_428,21,Female,Unknown,46.0,89.0,98,73.89,233.0
1429,Student_429,24,Non-binary,Unknown,49.0,50.0,70,83.22,169.0
1430,Student_430,22,Male,Unknown,80.0,46.0,59,65.57,185.0
1431,Student_431,22,Male,Unknown,71.0,51.0,54,77.76,176.0
1432,Student_432,24,Male,Unknown,73.0,50.0,85,85.05,208.0
1433,Student_433,18,Female,Unknown,67.0,46.0,55,79.56,168.0
1434,Student_434,20,Male,Unknown,99.0,42.0,75,76.07,216.0
1435,Student_435,19,Female,Unknown,54.0,37.0,53,99.75,144.0
1436,Student_436,18,Male,Unknown,69.0,50.0,88,95.21,207.0
1437,Student_437,19,Male,Unknown,76.0,64.0,88,84.94,228.0
1438,Student_438,24,Female,Unknown,68.0,57.0,99,82.78,224.0
1439,Student_439,23,Female,Unknown,61.0,39.0,84,84.83,184.0
1440,Student_440,19,Male,Unknown,70.8721649484536,99.0,50,68.05,219.8721649484536
1441,Student_441,20,Female,Unknown,59.0,64.0,73,75.81,196.0
1442,Student_442,23,Male,Unknown,71.0,55.0,85,61.58,211.0
1443,Student_443,19,Female,Unknown,75.0,56.0,55,79.02,186.0
1444,Student_444,24,Non-binary,Unknown,89.0,66.0,90,81.72,245.0
1445,Student_445,23,Non-binary,Unknown,43.0,67.0,95,69.11,205.0
1446,Student_446,24,Non-binary,Unknown,66.0,50.0,93,98.56,209.0
1447,Student_447,19,Non-binary,Unknown,56.0,72.0,80,96.38,208.0
1448,Student_448,24,Non-binary,Unknown,51.0,65.2995867768595,69,88.89,185.29958677685948
1449,Student_449,20,Male,Unknown,61.0,70.0,73,81.34,204.0
1450,Student_450,19,Non-binary,Unknown,56.0,57.0,74,94.8,187.0
1451,Student_451,19,Non-binary,Unknown,49.0,36.0,85,65.23,170.0
1452,Student_452,19,Non-binary,Unknown,93.0,99.0,70,91.62,262.0
1453,Student_453,18,Non-binary,Unknown,40.0,86.0,79,64.99,205.0
1454,Student_454,18,Female,Unknown,61.0,96.0,73,91.77,230.0
1455,Student_455,18,Male,Unknown,65.0,57.0,93,71.03,215.0
1456,Student_456,20,Non-binary,Unknown,95.0,60.0,91,95.08,246.0
1457,Student_457,23,Non-binary,Unknown,98.0,89.0,79,97.76,266.0
1458,Student_458,24,Non-binary,Unknown,57.0,40.0,71,65.95,168.0
1459,Student_459,22,Male,Unknown,89.0,65.2995867768595,77,78.51,231.29958677685948
1460,Student_460,19,Female,Unknown,53.0,56.0,56,99.24,165.0
1461,Student_461,24,Male,Unknown,86.0,77.0,84,79.34,247.0
1462,Student_462,19,Female,Unknown,68.0,49.0,77,94.54,194.0
1463,Student_463,20,Non-binary,Unknown,51.0,94.0,63,83.55,208.0
1464,Student_464,19,Non-binary,Unknown,75.0,46.0,59,75.01,180.0
1465,Student_465,18,Male,Unknown,98.0,65.2995867768595,65,71.43,228.29958677685948
1466,Student_466,22,Male,Unknown,74.0,76.0,65,68.13,215.0
1467,Student_467,21,Female,Unknown,91.0,72.0,80,90.47,243.0
1468,Student_468,19,Female,Unknown,51.0,79.0,91,75.46,221.0
1469,Student_469,24,Male,Unknown,46.0,69.0,74,80.45,189.0
1470,Student_470,18,Female,Unknown,68.0,64.0,62,79.69,194.0
1471,Student_471,21,Male,Unknown,50.0,64.0,55,83.09,169.0
1472,Student_472,22,Female,Unknown,72.0,40.0,93,94.62,205.0
1473,Student_473,21,Male,Unknown,45.0,41.0,58,99.23,144.0
1474,Student_474,18,Male,Unknown,86.0,65.2995867768595,94,76.3,245.29958677685948
1475,Student_475,23,Male,Unknown,54.0,48.0,85,93.1,187.0
1476,Student_476,23,Female,Unknown,71.0,49.0,92,90.58,212.0
1477,Student_477,21,Female,Unknown,90.0,55.0,69,82.94,214.0
1478,Student_478,20,Female,Unknown,50.0,69.0,67,98.24,186.0
1479,Student_479,24,Male,Unknown,97.0,36.0,92,68.02,225.0
1480,Student_480,24,Female,Unknown,62.0,69.0,70,64.37,201.0
1481,Student_481,21,Female,Unknown,65.0,54.0,53,94.16,172.0
1482,Student_482,19,Male,Unknown,73.0,44.0,99,77.57,216.0
1483,Student_483,19,Non-binary,Unknown,85.0,59.0,82,93.88,226.0
1484,Student_484,24,Male,Unknown,73.0,59.0,76,95.72,208.0
1485,Student_485,24,Female,Unknown,68.0,88.0,56,62.5,212.0
1486,Student_486,23,Male,Unknown,43.0,67.0,55,95.34,165.0
1487,Student_487,20,Non-binary,Unknown,56.0,70.0,64,77.93,190.0
1488,Student_488,18,Male,Unknown,74.0,48.0,67,80.42,189.0
1489,Student_489,19,Female,Unknown,52.0,99.0,81,85.06,232.0
1490,Student_490,24,Non-binary,Unknown,80.0,88.0,60,97.06,228.0
1491,Student_491,23,Female,Unknown,70.8721649484536,86.0,69,60.76,225.8721649484536
1492,Student_492,22,Non-binary,Unknown,54.0,37.0,73,79.07,164.0
1493,Student_493,23,Non-binary,Unknown,94.0,75.0,64,87.51,233.0
1494,Student_494,19,Male,Unknown,68.0,40.0,97,88.91,205.0
1495,Student_495,19,Male,Unknown,68.0,59.0,56,87.7,183.0
1496,Student_496,23,Female,Unknown,50.0,47.0,70,65.38,167.0
1497,Student_497,18,Male,Unknown,91.0,42.0,91,71.98,224.0
1498,Student_498,21,Male,Unknown,71.0,55.0,75,74.35,201.0
1499,Student_499,19,Non-binary,Unknown,41.0,59.0,93,92.18,193.0
1500,Student_500,23,Male,Unknown,86.0,79.0,63,71.15,228.0
1242,Student_242,18,Female,Unknown,82.0,89.0,89,88.11,260.0
1260,Student_260,19,Male,Unknown,93.0,67.0,70,71.07,230.0
1282,Student_282,23,Female,Unknown,48.0,80.0,74,84.68,202.0
1304,Student_304,24,Non-binary,Unknown,53.0,59.0,95,62.05,207.0
1241,Student_241,23,Non-binary,Unknown,76.0,99.0,95,83.67,270.0
1398,Student_398,21,Male,Unknown,69.0,47.0,64,78.34,180.0
1234,Student_234,22,Male,Unknown,96.0,65.2995867768595,90,77.38,251.29958677685948
1277,Student_277,24,Male,Unknown,44.0,67.0,78,80.51,189.0
1148,Student_148,23,Female,Unknown,70.0,40.0,84,94.23,194.0
1007,Student_7,22,Male,Unknown,99.0,40.0,63,78.56,202.0
